nside,source,level,scenario,method,n_gal,n_rand,A_add,A_mult,A_tot,dA_add,dA_mult,dA_tot,A_over_dA,bias_contaminated,bias_recovered,improvement
64,uchuu,high,additive,MCMC-add,330748,2256239,0.17903803013102135,0.0,0.17903803013102135,0.24842867434457563,0.0,0.24842867434457563,0.7206818238811352,0.10098487066531768,0.14186281429131053,0.7118487756625822
64,uchuu,high,additive,MCMC-comb,330748,2256239,0.17903803013102135,0.0,0.17903803013102135,0.25684078189144993,0.0902168385290621,0.2722246594208361,0.6576848346947284,0.10098487066531768,0.2338915234909258,0.43175942914936616
64,uchuu,high,multiplicative,OLS,330748,2256239,0.0,0.19223478426466528,0.19223478426466528,0.043322328586979555,0.19223478426466528,0.19705592210202827,0.9755341641807305,0.10865144921778862,0.11564416554197694,0.93953247626963
64,uchuu,high,multiplicative,ISD-1,330748,2256239,0.0,0.19223478426466528,0.19223478426466528,0.04354943471430639,0.19223478426466528,0.19710597541733238,0.9752864359269001,0.10865144921778862,0.11535065585128142,0.9419231162228509
64,uchuu,high,multiplicative,ElasticNet,330748,2256239,0.0,0.19223478426466528,0.19223478426466528,0.0,0.19223478426466528,0.19223478426466528,1.0,0.10865144921778862,0.10865144921773295,1.0000000000005123
64,uchuu,high,multiplicative,MCMC-add,330748,2256239,0.0,0.19223478426466528,0.19223478426466528,0.04365555524390725,0.19223478426466528,0.19712944930916904,0.975170300218172,0.10865144921778862,0.11640641470159722,0.9333802565461008
64,uchuu,high,multiplicative,MCMC-comb,330748,2256239,0.0,0.19223478426466528,0.19223478426466528,0.04726850184106757,0.08168152742714273,0.09437257646758447,2.0369771755748873,0.10865144921778862,0.08757087401962516,1.2407258741466847
64,uchuu,high,combined,OLS,330748,2256239,0.17903803013102135,0.19223478426466528,0.26269531498387805,0.25306298289886514,0.19223478426466528,0.317797239753516,0.8266129535537342,0.05814490215983045,0.18000100447806017,0.3230254315992863
64,uchuu,high,combined,ISD-1,330748,2256239,0.17903803013102135,0.19223478426466528,0.26269531498387805,0.26675241656823795,0.19223478426466528,0.3288024696170592,0.7989456870254865,0.05814490215983045,0.17854438417732535,0.32566077296546353
64,uchuu,high,combined,ElasticNet,330748,2256239,0.17903803013102135,0.19223478426466528,0.26269531498387805,0.25102537539084124,0.19223478426466528,0.31617708862502225,0.8308486744763085,0.05814490215983045,0.17948462725754177,0.32395477567222825
64,uchuu,high,combined,MCMC-add,330748,2256239,0.17903803013102135,0.19223478426466528,0.26269531498387805,0.25329292688844957,0.19223478426466528,0.31798037532684287,0.8261368794028912,0.05814490215983045,0.22854328042126285,0.254415277721816
64,uchuu,high,combined,MCMC-comb,330748,2256239,0.17903803013102135,0.19223478426466528,0.26269531498387805,0.23872089468716026,0.09459807723057269,0.256780960695998,1.0230326822979763,0.05814490215983045,0.1777495194728253,0.3271170708774814
64,glass,low,additive,OLS,230453,2303748,0.035807606026204274,0.0,0.035807606026204274,0.008794535072636403,0.0,0.008794535072636403,4.071574646125092,0.6180849607093946,0.2838597881051074,2.1774305012886517
64,glass,low,additive,ISD-1,230453,2303748,0.035807606026204274,0.0,0.035807606026204274,0.008694762676610368,0.0,0.008694762676610368,4.1182959625257745,0.6180849607093946,0.3124186002978022,1.9783872026832796
64,glass,low,additive,ElasticNet,230453,2303748,0.035807606026204274,0.0,0.035807606026204274,0.008119296170866333,0.0,0.008119296170866333,4.410185965957143,0.6180849607093946,0.31231821018229555,1.979023126280813
64,glass,low,additive,MCMC-add,230453,2303748,0.035807606026204274,0.0,0.035807606026204274,0.00868879723914193,0.0,0.00868879723914193,4.12112344674077,0.6180849607093946,0.2938370613979133,2.103495582786222
64,glass,low,additive,MCMC-comb,230453,2303748,0.035807606026204274,0.0,0.035807606026204274,0.008832166991365945,0.09708287748793784,0.09748380519399785,0.3673185095200713,0.6180849607093946,2.2732612463735355,0.27189350176773863
64,glass,low,multiplicative,OLS,230453,2303748,0.0,0.03844695685293306,0.03844695685293306,0.025713579341787134,0.03844695685293306,0.04625317993195364,0.8312284022308333,0.4207516926214545,0.47095624132068414,0.8933986975978002
64,glass,low,multiplicative,ISD-1,230453,2303748,0.0,0.03844695685293306,0.03844695685293306,0.025715869825827794,0.03844695685293306,0.04625445332235824,0.8312055184175914,0.4207516926214545,0.4746960214413434,0.8863602676590906
64,glass,low,multiplicative,ElasticNet,230453,2303748,0.0,0.03844695685293306,0.03844695685293306,0.024773788571410223,0.03844695685293306,0.045737392704790596,0.8406022857727541,0.4207516926214545,0.428994267783523,0.980786281353699
64,glass,low,multiplicative,MCMC-add,230453,2303748,0.0,0.03844695685293306,0.03844695685293306,0.026046700007206207,0.03844695685293306,0.046439197586916725,0.8278988193319837,0.4207516926214545,0.2791171927908289,1.5074373900599052
64,glass,low,multiplicative,MCMC-comb,230453,2303748,0.0,0.03844695685293306,0.03844695685293306,0.025482271026621314,0.09280828118351096,0.09624304230910315,0.3994777796970842,0.4207516926214545,1.668026936305274,0.25224514272738974
64,glass,low,combined,OLS,230453,2303748,0.035807606026204274,0.03844695685293306,0.05253906299677562,0.00849989822395318,0.03844695685293306,0.03937533188518998,1.3343141627343802,0.7609642884010761,0.7291008226183496,1.0437024137050048
64,glass,low,combined,ISD-1,230453,2303748,0.035807606026204274,0.03844695685293306,0.05253906299677562,0.00841237809870357,0.03844695685293306,0.03935653181527615,1.3349515461213148,0.7609642884010761,0.7769761784479079,0.9793920450961351
64,glass,low,combined,ElasticNet,230453,2303748,0.035807606026204274,0.03844695685293306,0.05253906299677562,0.007952741478913016,0.03844695685293306,0.039260853127278325,1.3382048226626952,0.7609642884010761,0.7288943443381554,1.0439980695584086
64,glass,low,combined,MCMC-add,230453,2303748,0.035807606026204274,0.03844695685293306,0.05253906299677562,0.008248117376098799,0.03844695685293306,0.039321748835742285,1.3361324089690332,0.7609642884010761,0.29973127074554606,2.5388218136474965
64,glass,low,combined,MCMC-comb,230453,2303748,0.035807606026204274,0.03844695685293306,0.05253906299677562,0.008483330849948246,0.09314577570409233,0.09353129120153725,0.5617271217133812,0.7609642884010761,2.1894424627288758,0.34756076094944555
64,glass,medium,additive,OLS,230453,2303748,0.08951901506551067,0.0,0.08951901506551067,0.020892656742151412,0.0,0.020892656742151412,4.2847119047767634,3.623374886492898,0.3856743715797017,9.394907086130061
64,glass,medium,additive,ISD-1,230453,2303748,0.08951901506551067,0.0,0.08951901506551067,0.02124420443992622,0.0,0.02124420443992622,4.213808773995284,3.623374886492898,0.4360839209019212,8.308893570299338
64,glass,medium,additive,ElasticNet,230453,2303748,0.08951901506551067,0.0,0.08951901506551067,0.021799225383247637,0.0,0.021799225383247637,4.1065227544417535,3.623374886492898,0.45262852221673266,8.005184624131823
64,glass,medium,additive,MCMC-add,230453,2303748,0.08951901506551067,0.0,0.08951901506551067,0.02103533685974046,0.0,0.02103533685974046,4.255649227887629,3.623374886492898,0.556079354640856,6.515931325724285
64,glass,medium,additive,MCMC-comb,230453,2303748,0.08951901506551067,0.0,0.08951901506551067,0.021123062000927863,0.09071738622878686,0.0931441244119989,0.9610806439013426,3.623374886492898,2.731961842288991,1.326290444619472
64,glass,medium,multiplicative,OLS,230453,2303748,0.0,0.09611739213233264,0.09611739213233264,0.02543098745290569,0.09611739213233264,0.09942478661355249,0.9667347087796614,0.9778008262989438,0.9789078149256848,0.9988691594756295
64,glass,medium,multiplicative,ISD-1,230453,2303748,0.0,0.09611739213233264,0.09611739213233264,0.025432273025353648,0.09611739213233264,0.0994251154465346,0.9667315114561705,0.9778008262989438,1.008182483584638,0.9698649224913422
64,glass,medium,multiplicative,ElasticNet,230453,2303748,0.0,0.09611739213233264,0.09611739213233264,0.023703118735168602,0.09611739213233264,0.09899692373045792,0.9709129184057732,0.9778008262989438,1.0044717482704821,0.9734478127259818
64,glass,medium,multiplicative,MCMC-add,230453,2303748,0.0,0.09611739213233264,0.09611739213233264,0.02529681564030397,0.09611739213233264,0.09939055262880939,0.967067689937283,0.9778008262989438,0.27913420318970644,3.5029774750835765
64,glass,medium,multiplicative,MCMC-comb,230453,2303748,0.0,0.09611739213233264,0.09611739213233264,0.024383216451424383,0.07681086465929048,0.08058815157468777,1.192698805645798,0.9778008262989438,1.3006112399038647,0.7518009965616
64,glass,medium,combined,OLS,230453,2303748,0.08951901506551067,0.09611739213233264,0.13134765749193902,0.02116145121537802,0.09611739213233264,0.09841930749533562,1.3345720553679365,3.2110635272702415,0.9669513582246393,3.320811848453143
64,glass,medium,combined,ISD-1,230453,2303748,0.08951901506551067,0.09611739213233264,0.13134765749193902,0.021403746217624756,0.09611739213233264,0.09847168843108707,1.3338621443853822,3.2110635272702415,0.9773328987573262,3.2855371300332696
64,glass,medium,combined,ElasticNet,230453,2303748,0.08951901506551067,0.09611739213233264,0.13134765749193902,0.021762828699330418,0.09611739213233264,0.09855036166000103,1.3327973158037587,3.2110635272702415,0.9707628107362967,3.3077735279483345
64,glass,medium,combined,MCMC-add,230453,2303748,0.08951901506551067,0.09611739213233264,0.13134765749193902,0.021334561566380326,0.09611739213233264,0.0984566736567424,1.3340655601454419,3.2110635272702415,1.4042206510681023,2.286722905568856
64,glass,medium,combined,MCMC-comb,230453,2303748,0.08951901506551067,0.09611739213233264,0.13134765749193902,0.018843916162656602,0.044377266397765895,0.048212394145940446,2.7243545942635725,3.2110635272702415,1.447598498133074,2.2182003721414865
64,glass,high,additive,OLS,230453,2303748,0.17903803013102135,0.0,0.17903803013102135,0.06553449566634917,0.0,0.06553449566634917,2.731966246334513,15.40909069405322,1.2723601849507045,12.110635711734583
64,glass,high,additive,ISD-1,230453,2303748,0.17903803013102135,0.0,0.17903803013102135,0.06694919693241448,0.0,0.06694919693241448,2.674237157941731,15.40909069405322,1.2356173143945917,12.470763006103653
64,glass,high,additive,ElasticNet,230453,2303748,0.17903803013102135,0.0,0.17903803013102135,0.06631711674255701,0.0,0.06631711674255701,2.699725786120148,15.40909069405322,1.2220214952351247,12.609508714974291
64,glass,high,additive,MCMC-add,230453,2303748,0.17903803013102135,0.0,0.17903803013102135,0.06541400212709099,0.0,0.06541400212709099,2.736998567725202,15.40909069405322,1.3535117053633996,11.38452710308559
64,glass,high,additive,MCMC-comb,230453,2303748,0.17903803013102135,0.0,0.17903803013102135,0.06537745547473313,0.07458320358304123,0.09918097570129106,1.805165041632987,15.40909069405322,3.084200917338747,4.996137121750552
64,glass,high,multiplicative,OLS,230453,2303748,0.0,0.19223478426466528,0.19223478426466528,0.025098058786630108,0.19223478426466528,0.19386625502170188,0.991584555255096,1.345484958679396,1.3913770899651243,0.9670167551149784
64,glass,high,multiplicative,ISD-1,230453,2303748,0.0,0.19223478426466528,0.19223478426466528,0.025096466496421773,0.19223478426466528,0.19386604888914516,0.9915856095802899,1.345484958679396,1.3878921243454891,0.9694449122361785
64,glass,high,multiplicative,ElasticNet,230453,2303748,0.0,0.19223478426466528,0.19223478426466528,0.02479850814351938,0.19223478426466528,0.193827702579963,0.9917817819945496,1.345484958679396,1.3855064142545745,0.9711142040459547
64,glass,high,multiplicative,MCMC-add,230453,2303748,0.0,0.19223478426466528,0.19223478426466528,0.025300709384922914,0.19223478426466528,0.19389259443481263,0.9914498530746891,1.345484958679396,0.5943213396912242,2.2639014768987327
64,glass,high,multiplicative,MCMC-comb,230453,2303748,0.0,0.19223478426466528,0.19223478426466528,0.02483240424317201,0.15246695986609238,0.15447595978437853,1.244431719556826,1.345484958679396,2.3605331236172598,0.5699919841063644
64,glass,high,combined,OLS,230453,2303748,0.17903803013102135,0.19223478426466528,0.26269531498387805,0.06623573591663838,0.19223478426466528,0.20332580995461708,1.2919919760433387,14.578861563621846,0.8073044095562971,18.058691852847105
64,glass,high,combined,ISD-1,230453,2303748,0.17903803013102135,0.19223478426466528,0.26269531498387805,0.06717569520802548,0.19223478426466528,0.20363395175648863,1.2900369153470868,14.578861563621846,1.204634517314259,12.102310994811537
64,glass,high,combined,ElasticNet,230453,2303748,0.17903803013102135,0.19223478426466528,0.26269531498387805,0.06701949635185706,0.19223478426466528,0.2035824775675426,1.2903630907857655,14.578861563621846,0.7909320893015152,18.432507367979813
64,glass,high,combined,MCMC-add,230453,2303748,0.17903803013102135,0.19223478426466528,0.26269531498387805,0.0663083369894821,0.19223478426466528,0.2033494721792833,1.2918416368067698,14.578861563621846,2.805593840947512,5.196354992958723
64,glass,high,combined,MCMC-comb,230453,2303748,0.17903803013102135,0.19223478426466528,0.26269531498387805,0.06348870558100278,0.14846358130795906,0.16146903948167965,1.6269082656782856,14.578861563621846,3.5689913570781675,4.084868834077858
